cust_id,cust_price_sensitivity,cust_lifestage,total_spend,no_trans
CUST0000411204,MM,OT,1430.38,127
CUST0000411364,MM,PE,1504.9,174
CUST0000411707,LA,OT,3385.43,95
CUST0000411972,XX,OT,0.96,1
CUST0000412087,UM,OT,43.99,2
CUST0000412288,LA,OA,1207.05,111
CUST0000412559,UM,YA,307.32,52
CUST0000412870,MM,YF,2695.67,80
CUST0000412928,LA,OA,2251.24,164
CUST0000413017,UM,OT,28.68,2
CUST0000413161,LA,,569.64,33
CUST0000413197,MM,OF,5205.16,117
CUST0000413598,UM,YA,986.43,124
CUST0000413715,MM,PE,671.81,80
CUST0000414452,MM,YA,235.41,32
CUST0000414522,LA,PE,182.47,35
CUST0000414611,XX,OT,12.04,1
CUST0000414813,XX,OT,4.54,4
CUST0000414892,LA,PE,1735.42,158
CUST0000414915,LA,OA,2455.67,203
CUST0000414945,UM,OT,92.9,2
CUST0000415029,MM,OA,3318.55,111
CUST0000415147,XX,OT,1.3,2
CUST0000415471,XX,OT,16.04,2
CUST0000415655,UM,OT,975.4,115
CUST0000415718,XX,OT,1.61,2
CUST0000416143,MM,OT,78.65,1
CUST0000416207,UM,YA,1733.66,73
CUST0000417021,LA,OT,89.94,4
CUST0000417955,MM,YF,5223.56,254
CUST0000418129,MM,OT,13.5,1
CUST0000418168,UM,YA,888.98,156
CUST0000418352,XX,OT,9.74,1
CUST0000418743,MM,OT,267.42,94
CUST0000418944,LA,OT,28.92,2
CUST0000419057,XX,PE,7.48,1
CUST0000419215,XX,OT,4.66,1
CUST0000419789,UM,OT,19.06,2
CUST0000419849,LA,OT,1032.71,199
CUST0000420072,LA,OT,1818.28,170
CUST0000420781,UM,YF,1571.32,113
CUST0000421071,UM,OT,73.2,1
CUST0000421287,XX,OT,7.0,1
CUST0000421869,LA,OA,338.37,80
CUST0000421890,MM,OT,38.38,2
CUST0000422016,UM,OT,70.79,7
CUST0000422099,LA,OT,507.85,32
CUST0000422146,XX,OT,4.58,1
CUST0000422568,UM,OT,176.4,5
CUST0000422872,MM,OT,130.81,63
CUST0000422914,MM,OT,3799.03,219
CUST0000423063,UM,YA,249.91,15
CUST0000423458,MM,,1653.89,107
CUST0000423539,UM,YA,1411.08,93
CUST0000423572,MM,OA,285.42,83
CUST0000423668,XX,OT,30.22,7
CUST0000423937,LA,OT,75.29,30
CUST0000423947,MM,OT,369.43,88
CUST0000424386,LA,PE,582.66,56
CUST0000424608,UM,OT,186.06,19
CUST0000425172,MM,OT,397.59,14
CUST0000425467,MM,,1288.75,111
CUST0000425522,UM,YA,1476.5,183
CUST0000425541,MM,YA,2066.47,189
CUST0000425566,UM,PE,435.42,29
CUST0000425586,MM,OT,3335.64,108
CUST0000425649,MM,OT,675.96,39
CUST0000425755,MM,,2990.28,217
CUST0000425801,UM,PE,2972.86,132
CUST0000425882,XX,OT,19.55,6
CUST0000425966,XX,YA,7.64,1
CUST0000425983,XX,PE,15.69,7
CUST0000426107,MM,OT,2715.78,146
CUST0000426328,LA,PE,439.05,23
CUST0000426571,LA,YA,827.83,90
CUST0000426681,UM,OA,1070.13,48
CUST0000426698,LA,OA,89.84,7
CUST0000426871,MM,YA,456.94,85
CUST0000426893,XX,OT,13.34,2
CUST0000427014,XX,OT,9.36,2
CUST0000427023,UM,,2852.1,184
CUST0000427301,XX,OT,7.7,1
CUST0000428465,LA,YA,62.34,14
CUST0000428608,UM,OT,2886.7,309
CUST0000428635,MM,OT,1707.65,63
CUST0000429043,XX,OT,1.82,1
CUST0000429174,LA,OT,19.96,1
CUST0000429555,UM,OT,20.5,4
CUST0000429833,UM,YF,771.74,48
CUST0000429836,LA,YA,528.02,35
CUST0000429946,MM,OA,1482.76,106
CUST0000430124,MM,YF,375.49,30
CUST0000430659,UM,PE,510.65,193
CUST0000430981,LA,OT,32.27,4
CUST0000431015,LA,OT,2778.98,172
CUST0000431092,LA,,191.82,4
CUST0000431167,LA,YA,54.05,13
CUST0000431454,UM,OT,33.61,1
CUST0000432169,UM,,4625.55,153
CUST0000432330,MM,OT,1206.14,90
CUST0000433392,LA,OA,1060.64,236
CUST0000433684,XX,OT,0.84,1
CUST0000433913,MM,,2854.22,410
CUST0000433962,LA,OF,780.0,16
CUST0000434228,UM,OA,83.64,27
CUST0000434391,MM,YF,16.0,1
CUST0000434612,MM,OT,35.74,1
CUST0000434714,LA,OT,1028.78,174
CUST0000434767,MM,OT,1821.37,81
CUST0000434868,MM,YF,3760.78,210
CUST0000434872,MM,OT,398.55,37
CUST0000435142,MM,OT,66.95,1
CUST0000435377,UM,YA,1354.98,170
CUST0000435931,XX,OT,0.57,1
CUST0000436068,XX,OT,13.1,1
CUST0000436095,XX,OT,3.37,1
CUST0000436141,MM,OT,139.91,13
CUST0000436193,MM,OT,284.84,66
CUST0000436344,LA,,1284.96,62
CUST0000436351,MM,OT,1518.66,251
CUST0000436401,UM,OT,264.31,9
CUST0000436526,XX,OT,1.83,1
CUST0000436803,LA,OT,22.75,1
CUST0000436863,MM,YA,93.75,7
CUST0000437337,MM,YA,2764.76,123
CUST0000437882,UM,OT,2749.64,253
CUST0000438072,LA,OF,381.78,31
CUST0000438192,MM,OF,871.66,49
CUST0000438700,LA,OT,47.1,6
CUST0000438736,MM,OT,1261.35,55
CUST0000438964,UM,OT,1012.53,192
CUST0000439138,LA,OT,26.93,2
CUST0000439239,MM,OT,973.58,112
CUST0000439279,UM,OT,1642.93,114
CUST0000439615,MM,OT,5233.91,293
CUST0000439727,XX,OT,10.86,2
CUST0000439775,UM,YF,87.0,17
CUST0000440239,MM,,226.87,45
CUST0000440403,MM,YF,6475.6,192
CUST0000440411,LA,YA,1246.06,128
CUST0000440643,MM,OT,282.34,69
CUST0000440798,UM,OT,323.41,24
CUST0000441137,LA,OT,16.38,1
CUST0000441420,MM,OT,63.13,8
CUST0000441667,LA,OT,51.93,15
CUST0000442152,XX,OT,4.41,1
CUST0000442461,LA,YA,2202.0,224
CUST0000443416,LA,OT,19.62,1
CUST0000444343,MM,,42.6,10
CUST0000444515,UM,OA,592.89,94
CUST0000444727,UM,OT,88.09,3
CUST0000444755,XX,YA,2.16,1
CUST0000444791,MM,YA,1606.01,105
CUST0000444818,MM,OA,270.79,78
CUST0000444866,XX,OT,2.51,1
CUST0000444973,LA,YF,3014.15,186
CUST0000445045,MM,YF,1700.45,90
CUST0000445287,MM,OT,26.47,3
CUST0000445623,LA,OT,633.17,15
CUST0000445856,LA,OA,1778.07,92
CUST0000445924,UM,YF,1200.53,64
CUST0000446384,MM,OT,133.14,59
CUST0000446407,MM,OT,2931.99,186
CUST0000446479,MM,OT,349.59,24
CUST0000446480,LA,YF,5011.83,546
CUST0000446741,MM,YF,248.38,35
CUST0000446840,MM,,26.26,8
CUST0000446893,MM,YA,68.3,13
CUST0000447348,MM,YA,3234.99,163
CUST0000447826,MM,OT,649.95,66
CUST0000448187,UM,,1075.02,27
CUST0000448360,MM,OT,47.75,6
CUST0000448583,LA,OT,266.46,36
CUST0000448626,LA,OT,66.34,3
CUST0000448659,UM,YA,656.93,52
CUST0000448704,LA,OT,195.33,74
CUST0000448995,LA,YA,74.97,14
CUST0000449002,LA,OA,702.38,25
CUST0000449125,MM,,4728.88,267
CUST0000449312,LA,OA,548.4,137
CUST0000449572,XX,OT,1.37,1
CUST0000449701,MM,OT,1267.05,87
CUST0000449795,XX,OT,1.38,2
CUST0000450009,LA,,1159.34,67
CUST0000450325,LA,OT,247.96,10
CUST0000450385,MM,YA,885.8,112
CUST0000450574,UM,OT,175.96,28
CUST0000451855,UM,YA,74.06,8
CUST0000451951,MM,,10.2,4
CUST0000452520,MM,OA,2069.33,449
CUST0000452696,LA,OT,24.38,1
CUST0000452777,XX,,2.32,1
CUST0000452948,MM,YA,422.43,25
CUST0000453050,MM,OT,42.74,13
CUST0000453088,XX,OT,4.06,1
CUST0000453430,LA,YF,3187.25,213
CUST0000453528,MM,OA,242.99,23
CUST0000453681,MM,OT,4051.21,209
CUST0000453772,UM,YA,1442.61,163
CUST0000453780,LA,OA,1027.31,137
CUST0000454041,LA,OT,1254.61,133
CUST0000454102,XX,OT,14.27,1
CUST0000454193,MM,OT,19.87,1
CUST0000454529,XX,OT,4.38,1
CUST0000454607,UM,OT,544.85,11
CUST0000454947,MM,OA,4455.69,315
CUST0000454985,MM,OT,14.87,1
CUST0000455620,UM,,438.09,14
CUST0000455765,LA,OT,4595.86,226
CUST0000455781,MM,OT,214.4,14
CUST0000455930,MM,OT,81.66,6
CUST0000455947,MM,OF,5103.27,119
CUST0000456145,MM,PE,904.8,103
CUST0000456220,MM,,12732.81,525
CUST0000456286,UM,YA,1195.42,87
CUST0000456347,UM,YF,3113.82,108
CUST0000456698,UM,OA,110.52,12
CUST0000456756,MM,OT,203.31,50
CUST0000456966,LA,OT,2713.09,144
CUST0000456967,MM,YA,598.02,103
CUST0000456991,LA,OT,3373.25,182
CUST0000457031,LA,OT,2365.26,170
CUST0000457079,LA,YA,1747.88,172
CUST0000457391,XX,YA,0.04,2
CUST0000457990,UM,OA,446.85,198
CUST0000458006,LA,PE,200.09,104
CUST0000458113,UM,OT,4274.56,96
CUST0000458243,UM,,1784.11,114
CUST0000458484,UM,YA,310.63,73
CUST0000458602,UM,PE,92.64,36
CUST0000459055,LA,OT,2190.79,448
CUST0000459058,UM,OA,227.39,16
CUST0000459098,LA,,94.6,23
CUST0000459283,UM,YA,1047.18,108
CUST0000459425,UM,OF,70.8,10
CUST0000459983,MM,OT,66.79,12
CUST0000460016,LA,OT,128.35,7
CUST0000460021,XX,OT,7.23,1
CUST0000460717,MM,OT,3312.59,260
CUST0000460983,LA,OT,425.05,176
CUST0000461309,MM,YF,4521.19,225
CUST0000461477,MM,OT,859.36,122
CUST0000461526,LA,YF,60.17,7
CUST0000461568,MM,YA,2230.0,220
CUST0000462108,MM,OT,60.04,11
CUST0000462264,MM,OT,55.36,4
CUST0000462295,LA,OT,20.51,5
CUST0000462322,LA,OT,480.9,24
CUST0000462451,LA,OT,21.78,1
CUST0000463293,MM,OT,1711.14,182
CUST0000463400,MM,PE,645.25,85
CUST0000463469,LA,OT,2162.63,232
CUST0000463571,UM,OT,278.29,11
CUST0000463736,MM,OF,87.37,17
CUST0000463779,UM,OT,380.44,67
CUST0000464084,UM,,750.86,41
CUST0000464275,LA,YA,393.68,37
CUST0000464421,LA,OT,116.54,4
CUST0000464501,MM,OA,3856.56,235
CUST0000464922,LA,OT,242.07,10
CUST0000464945,UM,YA,3874.44,131
CUST0000465054,MM,,2650.52,320
CUST0000465140,LA,OT,938.99,352
CUST0000465173,MM,OA,3090.66,105
CUST0000465192,LA,OT,1034.08,170
CUST0000465439,LA,,924.19,67
CUST0000465685,MM,PE,2395.31,127
CUST0000465879,XX,OT,13.48,1
CUST0000466497,UM,OT,2505.5,115
CUST0000467095,MM,PE,877.91,137
CUST0000467219,MM,OT,815.5,45
CUST0000467422,UM,YA,850.55,101
CUST0000467424,MM,YF,4187.96,146
CUST0000467477,MM,OT,105.73,13
CUST0000467493,MM,OT,3169.63,224
CUST0000467631,LA,OT,103.22,2
CUST0000468097,UM,OT,229.44,8
CUST0000468282,MM,OA,704.79,187
CUST0000468430,LA,OT,405.33,86
CUST0000468686,MM,YF,1810.62,116
CUST0000468702,XX,OA,11.74,3
CUST0000469026,MM,YA,1366.31,193
CUST0000469479,UM,YF,85.36,30
CUST0000470078,MM,OT,410.53,23
CUST0000470110,MM,PE,69.5,7
CUST0000470325,LA,,258.66,72
CUST0000470597,MM,,3703.09,114
CUST0000470698,MM,,50.66,6
CUST0000471465,LA,OT,16.47,1
CUST0000471569,MM,OT,182.19,14
CUST0000471643,LA,YF,3452.52,288
CUST0000472833,UM,,494.07,103
CUST0000473207,LA,PE,94.64,31
CUST0000473440,XX,OF,7.4,2
CUST0000473526,UM,OA,1834.63,158
CUST0000473868,LA,OT,1791.25,463
CUST0000473940,UM,OT,60.42,6
CUST0000473962,UM,OT,1260.33,260
CUST0000474124,LA,YF,808.07,62
CUST0000474286,LA,YF,2734.35,295
CUST0000474333,MM,OT,35.68,1
CUST0000474340,LA,PE,318.78,38
CUST0000474466,MM,YA,775.57,68
CUST0000474829,LA,OT,406.25,94
CUST0000474951,UM,YA,1942.93,158
CUST0000475032,LA,OT,17.28,2
CUST0000475113,UM,OT,5140.2,111
CUST0000475599,UM,OF,1890.72,246
CUST0000475839,LA,,202.21,23
CUST0000476201,UM,YA,3556.84,206
CUST0000476309,MM,OF,5860.62,450
CUST0000476611,LA,OF,1276.4,111
CUST0000476648,XX,OT,5.45,2
CUST0000476769,MM,OT,1177.55,102
CUST0000477514,MM,OT,17.69,1
CUST0000477841,MM,OT,3313.21,258
CUST0000478049,MM,OT,160.7,11
CUST0000478065,LA,YA,2679.68,211
CUST0000478542,XX,OT,16.73,1
CUST0000478589,UM,OT,26.12,1
CUST0000478840,MM,OT,89.27,2
CUST0000478905,UM,YA,5195.94,195
CUST0000479003,LA,,132.15,16
CUST0000479155,LA,OT,512.79,153
CUST0000479335,LA,,1423.65,338
CUST0000479371,MM,YA,116.24,24
CUST0000480003,MM,PE,1968.59,231
CUST0000480643,MM,YA,1775.16,785
CUST0000480746,MM,YF,94.83,2
CUST0000481090,MM,YA,1060.55,150
CUST0000481442,LA,PE,35.11,15
CUST0000481776,XX,OT,0.01,1
CUST0000482536,XX,OT,1.4,1
CUST0000483138,MM,,3918.7,145
CUST0000483276,LA,OT,7.88,1
CUST0000483341,XX,OT,8.45,1
CUST0000483557,LA,OT,47.23,5
CUST0000483822,LA,OF,18.03,1
CUST0000483902,UM,,2126.49,239
CUST0000484065,MM,OT,310.76,12
CUST0000484388,MM,OA,2424.04,228
CUST0000484399,XX,OT,2.3,2
CUST0000484967,MM,PE,545.66,51
CUST0000485050,LA,OT,62.56,1
CUST0000485086,MM,YA,232.46,8
CUST0000485331,MM,YF,1101.58,63
CUST0000485726,MM,YF,277.65,17
CUST0000485753,MM,OT,638.26,116
CUST0000485988,LA,YF,2827.16,100
CUST0000486257,MM,OA,267.9,33
CUST0000486332,UM,YA,1038.3,180
CUST0000486445,LA,OT,15.73,1
CUST0000486885,UM,OT,40.86,4
CUST0000486923,UM,YA,119.1,11
CUST0000487114,XX,OT,14.29,2
CUST0000487160,UM,OT,270.61,35
CUST0000487301,MM,YA,258.88,62
CUST0000487322,MM,OA,4467.21,627
CUST0000487479,LA,OF,2605.82,594
CUST0000487603,LA,OT,44.28,7
CUST0000487663,UM,OT,87.57,13
CUST0000487703,UM,OT,173.61,2
CUST0000487728,XX,OT,1.94,1
CUST0000487927,LA,OT,75.4,3
CUST0000488589,LA,OT,17.93,1
CUST0000488624,LA,YF,3523.91,280
CUST0000488814,UM,YF,449.22,47
CUST0000489477,MM,OA,588.73,53
CUST0000489620,XX,OT,4.86,1
CUST0000489666,MM,,136.13,32
CUST0000489934,UM,YA,500.21,69
CUST0000490071,LA,,1456.06,203
CUST0000490088,XX,OA,15.33,6
CUST0000490239,UM,OT,18.26,1
CUST0000490446,MM,PE,440.0,20
CUST0000490525,UM,OT,196.55,42
CUST0000490625,MM,YF,2740.4,311
CUST0000491009,MM,PE,3893.5,173
CUST0000491025,MM,OT,22.78,13
CUST0000491140,LA,OT,267.13,33
CUST0000491226,UM,OT,211.21,17
CUST0000491244,LA,YF,910.51,70
CUST0000491308,XX,OT,10.72,2
CUST0000491694,MM,OT,2516.24,261
CUST0000491740,LA,OT,1198.63,80
CUST0000491938,UM,OT,352.83,15
CUST0000491958,LA,YF,958.08,174
CUST0000492233,XX,YA,27.38,6
CUST0000492279,MM,YA,1735.55,128
CUST0000492656,LA,YF,30.88,10
CUST0000492670,LA,OT,20.7,2
CUST0000492732,UM,YA,166.51,14
CUST0000493196,UM,OT,82.97,3
CUST0000493248,UM,OT,368.86,44
CUST0000493531,MM,YF,1248.04,48
CUST0000493564,MM,OT,43.91,1
CUST0000494424,MM,YF,2935.61,147
CUST0000494488,MM,OT,95.01,15
CUST0000494754,UM,OT,1022.55,92
CUST0000495027,MM,OT,74.14,2
CUST0000495431,XX,OT,27.32,2
CUST0000495556,MM,OT,635.69,50
CUST0000495595,LA,PE,196.95,10
CUST0000495649,XX,OT,0.18,10
CUST0000495733,UM,OF,103.96,10
CUST0000495995,LA,OT,57.38,3
CUST0000496244,LA,OT,173.82,29
CUST0000496531,LA,OT,1149.74,131
CUST0000496588,MM,OT,600.87,76
CUST0000497325,UM,YA,2178.06,90
CUST0000497338,MM,OA,571.17,91
CUST0000497442,LA,,811.31,41
CUST0000497560,UM,YA,302.27,63
CUST0000497628,LA,OT,5888.2,128
CUST0000497741,LA,YA,31.76,3
CUST0000497929,MM,PE,791.17,51
CUST0000498770,LA,OT,3386.63,200
CUST0000498948,MM,YF,2698.55,224
CUST0000499553,LA,YA,1923.85,276
CUST0000499555,MM,YF,4226.58,239
CUST0000499735,XX,OT,12.36,1
CUST0000500211,MM,YF,52.51,3
CUST0000500474,MM,PE,47.2,12
CUST0000500812,MM,,80.95,21
CUST0000501369,MM,PE,1733.08,182
CUST0000501713,MM,PE,267.74,44
CUST0000501747,MM,OA,1976.4,302
CUST0000501792,MM,OT,8.8,1
CUST0000502064,LA,YF,666.88,33
CUST0000502098,MM,OT,744.79,101
CUST0000502858,XX,YA,24.37,1
CUST0000503217,XX,OT,3.23,1
CUST0000503278,LA,YF,1092.26,200
CUST0000503299,XX,OT,30.99,2
CUST0000503754,MM,OT,731.1,77
CUST0000503973,MM,OF,933.53,67
CUST0000503994,MM,YF,3493.34,159
CUST0000504248,UM,OT,288.15,37
CUST0000504392,MM,OT,951.24,174
CUST0000504497,MM,YF,1244.98,139
CUST0000504695,UM,OT,3055.71,119
CUST0000504706,UM,YA,228.78,42
CUST0000505045,UM,YA,29.91,4
CUST0000505066,UM,PE,136.87,21
CUST0000505126,UM,YF,2465.91,52
CUST0000505515,LA,YF,1146.71,157
CUST0000506100,LA,OT,1265.47,256
CUST0000506636,XX,OT,0.88,1
CUST0000506713,UM,OT,2356.89,170
CUST0000506779,MM,YA,83.62,15
CUST0000506875,XX,PE,55.56,3
CUST0000506991,UM,YA,1313.76,96
CUST0000507047,UM,OF,3709.04,319
CUST0000507089,MM,OF,2781.17,125
CUST0000507230,LA,,111.4,16
CUST0000507316,MM,YF,1542.05,54
CUST0000507386,LA,YF,2285.2,151
CUST0000507681,MM,YA,46.0,4
CUST0000507862,LA,OF,626.86,65
CUST0000507899,LA,OT,9.08,1
CUST0000508390,LA,YA,1633.26,66
CUST0000508514,MM,OF,873.73,22
CUST0000508632,MM,OA,560.83,42
CUST0000508788,UM,OT,389.7,32
CUST0000509133,MM,OT,277.51,11
CUST0000509150,UM,OT,2199.04,279
CUST0000509249,XX,OT,5.38,1
CUST0000509290,UM,PE,5375.41,744
CUST0000509394,LA,YA,444.91,98
CUST0000509602,MM,PE,744.39,76
CUST0000510147,LA,OA,115.73,34
CUST0000510375,MM,YF,1029.39,70
CUST0000510889,LA,OT,33.48,2
CUST0000511074,MM,OT,225.41,6
CUST0000511194,MM,OT,35.41,1
CUST0000511388,LA,OT,472.46,17
CUST0000511527,LA,OT,861.16,91
CUST0000511779,MM,YF,2730.81,287
CUST0000512238,UM,OA,305.64,13
CUST0000512383,UM,,3243.94,343
CUST0000512453,MM,OT,418.02,67
CUST0000512567,LA,OT,20.61,13
CUST0000513008,UM,OT,119.81,5
CUST0000513103,MM,OT,90.93,8
CUST0000513193,UM,OT,340.23,54
CUST0000513226,UM,,4322.98,129
CUST0000513470,LA,OT,17.15,1
CUST0000513829,LA,OT,10.91,1
CUST0000513962,LA,YF,976.72,93
CUST0000514177,UM,OA,6217.56,453
CUST0000514601,MM,OT,466.72,62
CUST0000514903,XX,OT,7.16,1
CUST0000514917,UM,OT,36.99,1
CUST0000515337,MM,OA,138.1,20
CUST0000515740,MM,OA,744.8,83
CUST0000516122,UM,OT,120.16,4
CUST0000516130,MM,OT,36.31,5
CUST0000516273,XX,OA,83.78,5
CUST0000516635,LA,OA,24.66,7
CUST0000516705,MM,OT,2463.51,232
CUST0000516995,MM,OA,96.63,9
CUST0000517351,UM,YA,313.6,35
CUST0000517596,UM,OA,116.64,25
CUST0000517624,LA,OA,93.75,26
CUST0000517648,MM,PE,580.67,116
CUST0000517668,XX,OT,5.02,1
CUST0000517718,MM,OT,225.9,20
CUST0000517758,MM,OT,134.05,7
CUST0000517865,LA,OT,406.27,23
CUST0000518972,UM,OT,86.41,2
CUST0000519024,UM,OA,4133.85,140
CUST0000519097,MM,OT,1514.83,203
CUST0000519294,LA,OF,1764.51,130
CUST0000519570,MM,PE,44.69,4
CUST0000519981,LA,YA,575.17,61
CUST0000520208,XX,OT,19.7,1
CUST0000520211,MM,OA,162.96,24
CUST0000520310,MM,OF,769.28,204
CUST0000520373,LA,OA,2646.36,178
CUST0000520412,XX,OT,6.61,1
CUST0000520415,UM,OA,2143.04,158
CUST0000520456,MM,YF,2690.3,193
CUST0000520619,UM,PE,80.77,19
CUST0000520652,UM,OT,823.4,155
CUST0000520823,UM,YF,1505.34,86
CUST0000520937,MM,PE,107.18,49
CUST0000521233,MM,OT,555.58,47
CUST0000521313,XX,OT,1.29,2
CUST0000521438,UM,OA,1250.47,64
CUST0000521560,LA,YA,327.08,27
CUST0000521752,MM,OT,159.5,20
CUST0000522088,MM,YA,26.37,1
CUST0000522402,MM,OT,34.11,11
CUST0000522632,MM,,2419.49,108
CUST0000523118,LA,PE,1101.06,188
CUST0000523142,MM,,2689.94,135
CUST0000523158,MM,OT,18.91,1
CUST0000523249,MM,YA,2699.88,148
CUST0000523300,MM,OT,84.62,17
CUST0000523791,LA,OT,3589.74,152
CUST0000524542,UM,OT,788.46,28
CUST0000524577,MM,OT,1935.78,239
CUST0000524835,UM,,2570.26,138
CUST0000524891,XX,OT,11.03,3
CUST0000525274,UM,OT,63.35,19
CUST0000525324,MM,OA,1296.25,62
CUST0000525866,MM,,73.88,22
CUST0000526081,UM,OT,732.25,131
CUST0000526114,LA,,1528.49,163
CUST0000526194,MM,YA,128.22,1
CUST0000526506,LA,YA,1022.96,227
CUST0000527105,MM,YF,7895.71,437
CUST0000527347,UM,YA,133.45,35
CUST0000527535,UM,YA,1872.22,170
CUST0000528394,MM,OT,782.98,37
CUST0000528451,MM,OT,60.16,1
CUST0000528480,LA,PE,510.03,145
CUST0000528616,UM,OT,4897.31,226
CUST0000528846,LA,YF,2860.67,147
CUST0000528875,XX,PE,23.97,3
CUST0000529305,UM,,482.94,23
CUST0000529313,MM,,556.17,85
CUST0000529423,MM,,3307.31,314
CUST0000529677,MM,OT,3479.34,237
CUST0000530036,XX,OT,17.31,2
CUST0000530119,MM,OT,3929.39,178
CUST0000530129,LA,OT,1441.68,109
CUST0000530394,UM,YA,373.23,7
CUST0000530406,MM,YF,9351.76,433
CUST0000530875,MM,OF,4048.86,96
CUST0000531031,LA,YF,25.48,2
CUST0000531203,LA,OT,7.05,1
CUST0000531338,UM,PE,928.42,80
CUST0000531435,UM,YA,616.81,51
CUST0000531481,MM,OA,3313.36,173
CUST0000531491,MM,OT,614.3,13
CUST0000531589,XX,OT,8.5,1
CUST0000531741,LA,OT,1024.21,129
CUST0000531774,LA,YA,497.64,30
CUST0000531824,MM,YF,739.87,92
CUST0000532004,MM,YF,1126.05,95
CUST0000532714,XX,YF,0.39,1
CUST0000532766,XX,OT,10.3,1
CUST0000534245,LA,YF,7657.91,295
CUST0000534323,UM,OT,148.04,21
CUST0000534546,XX,OT,7.31,1
CUST0000534608,MM,YF,1594.14,96
CUST0000534670,LA,OT,89.93,9
CUST0000534958,LA,,998.33,54
CUST0000535045,UM,OT,156.23,8
CUST0000535082,UM,PE,219.7,37
CUST0000535175,LA,OT,1542.01,120
CUST0000535362,MM,OT,4429.05,388
CUST0000535397,XX,OT,4.23,1
CUST0000535622,MM,PE,13.5,9
CUST0000535926,LA,OT,1744.01,50
CUST0000536304,UM,YA,1025.36,246
CUST0000536421,MM,,1102.8,60
CUST0000536422,LA,OT,119.8,33
CUST0000536633,UM,OT,1725.92,95
CUST0000536710,MM,YF,195.52,4
CUST0000536902,LA,OA,2567.35,425
CUST0000537006,UM,OA,266.14,40
CUST0000537147,MM,OA,1034.93,58
CUST0000537313,LA,OT,85.6,6
CUST0000537508,LA,OT,35.37,9
CUST0000537762,MM,,582.22,153
CUST0000538028,MM,,3153.16,541
CUST0000538076,LA,OT,12.8,2
CUST0000538110,MM,PE,59.69,13
CUST0000538177,LA,YA,88.74,26
CUST0000538370,MM,OT,924.51,125
CUST0000538580,MM,OT,67.35,20
CUST0000538613,UM,YA,295.93,41
CUST0000538623,LA,OA,536.66,62
CUST0000538692,MM,OA,445.32,296
CUST0000538745,XX,,16.6,5
CUST0000539281,UM,YF,836.83,28
CUST0000539609,MM,,71.95,34
CUST0000540490,LA,YF,156.11,15
CUST0000540496,XX,OT,13.06,2
CUST0000540675,UM,,726.36,100
CUST0000540703,UM,OA,1391.22,584
CUST0000541126,LA,PE,361.69,110
CUST0000541287,MM,YF,1122.55,51
CUST0000541290,MM,OA,525.09,51
CUST0000541662,LA,OT,2552.57,132
CUST0000541731,MM,YA,127.2,32
CUST0000541791,XX,OT,3.23,1
CUST0000542234,UM,YF,720.83,82
CUST0000542501,XX,OT,10.59,1
CUST0000542772,MM,YA,503.47,103
CUST0000543360,MM,OA,27.1,1
CUST0000543726,LA,YF,740.54,34
CUST0000543856,UM,YA,114.03,14
CUST0000543889,LA,OT,3014.46,171
CUST0000543971,UM,OT,39.2,4
CUST0000544094,MM,OT,50.53,7
CUST0000544286,MM,,70.07,12
CUST0000544383,MM,PE,1418.69,262
CUST0000544452,MM,OT,251.43,85
CUST0000544964,MM,OT,353.84,25
CUST0000545161,LA,OT,940.72,182
CUST0000545294,UM,OT,3828.73,49
CUST0000545486,LA,PE,98.94,16
CUST0000545553,UM,OT,31.63,3
CUST0000545821,MM,YF,3752.95,82
CUST0000545926,MM,OT,118.01,12
CUST0000545940,UM,OT,51.32,7
CUST0000546350,MM,YF,1229.12,58
CUST0000547003,LA,OA,173.07,29
CUST0000547165,LA,OT,1356.63,102
CUST0000547250,LA,OT,146.67,14
CUST0000547400,UM,OT,30.25,5
CUST0000547607,MM,OT,49.12,15
CUST0000547631,MM,OA,1824.28,121
CUST0000547762,UM,,134.08,32
CUST0000547921,LA,YA,304.04,70
CUST0000548056,UM,YF,761.26,49
CUST0000548473,LA,YA,169.23,23
CUST0000548601,LA,PE,42.09,9
CUST0000548606,LA,OT,1827.33,135
CUST0000548875,MM,YA,442.42,22
CUST0000549120,LA,YF,1888.12,57
CUST0000549332,LA,OT,28.66,1
CUST0000549601,XX,YA,5.89,1
CUST0000549621,LA,YF,174.08,16
CUST0000549773,LA,OA,197.59,24
CUST0000549826,LA,PE,337.14,53
CUST0000550640,UM,YF,2081.74,252
CUST0000550895,MM,OA,406.09,138
CUST0000550948,MM,YA,4778.29,205
CUST0000551216,UM,OT,122.24,15
CUST0000551279,LA,OT,148.45,21
CUST0000551617,UM,PE,905.67,142
CUST0000551656,LA,,169.27,82
CUST0000551973,UM,YA,1386.49,60
CUST0000552095,MM,OA,230.74,55
CUST0000552149,LA,OT,62.15,3
CUST0000552278,LA,OT,75.65,3
CUST0000552346,MM,OA,66.83,10
CUST0000552553,XX,OT,4.72,1
CUST0000552556,UM,OT,1800.78,65
CUST0000552628,MM,OT,49.85,1
CUST0000552912,MM,YA,1288.37,67
CUST0000553751,MM,PE,1144.15,327
CUST0000554342,LA,OT,19.99,1
CUST0000554420,MM,OT,475.97,45
CUST0000554451,MM,OF,3564.91,194
CUST0000554500,MM,,1161.17,161
CUST0000554531,UM,OT,418.64,83
CUST0000554743,MM,,917.24,79
